
COORDINATES ARE EAST,NORTH,UP.
stress tensors are:
X Y See Sen Seu Snn Snu Suu
  159.0     63.0    -41.0      1.6    0.93    0    8
  297.0     30.0   -160.0     35.5    0.78    0    8
   86.0     45.0    -54.0     23.6    1.11    0    8
  283.0     48.0    -81.0     21.6    1.15    0    8
  150.0     84.0    -22.0      2.2    0.56    0    8
  199.0     42.0   -109.0     37.6    0.59    0    8
  138.0     64.0    -61.0     26.9    0.99    0    8
  322.0     76.0    -65.0      7.0    0.51    0    9
  173.0     70.0    -13.0     47.0    0.77    0    9
   82.0     54.0    -70.0     13.2    0.79    0    9
  219.0     64.0    -99.0      7.3    1.16    0    9
  159.0     63.0    -41.0      1.6    0.93    0    9
  297.0     30.0   -160.0     35.5    0.78    0    9
   86.0     45.0    -54.0     23.6    1.11    0    9
  283.0     48.0    -81.0     21.6    1.15    0    9
  150.0     84.0    -22.0      2.2    0.56    0    9
  199.0     42.0   -109.0     37.6    0.59    0    9
  138.0     64.0    -61.0     26.9    0.99    0    9
  322.0     76.0    -65.0      7.0    0.51    0   10
  173.0     70.0    -13.0     47.0    0.77    0   10
   82.0     54.0    -70.0     13.2    0.79    0   10
  219.0     64.0    -99.0      7.3    1.16    0   10
  159.0     63.0    -41.0      1.6    0.93    0   10
  297.0     30.0   -160.0     35.5    0.78    0   10
   86.0     45.0    -54.0     23.6    1.11    0   10
  283.0     48.0    -81.0     21.6    1.15    0   10
  150.0     84.0    -22.0      2.2    0.56    0   10
  199.0     42.0   -109.0     37.6    0.59    0   10
  138.0     64.0    -61.0     26.9    0.99    0   10
  322.0     76.0    -65.0     15.8    0.59    0   11
  173.0     70.0    -13.0     43.3    0.81    0   11
  231.0     40.0   -115.0      1.4    0.84    0   11
  219.0     64.0    -99.0     11.5    1.13    0   11
  159.0     63.0    -41.0      2.2    1.01    0   11
  297.0     30.0   -160.0     45.4    0.87    0   11
  221.0     55.0   -120.0     10.7    1.06    0   11
  283.0     48.0    -81.0     20.6    1.25    0   11
  150.0     84.0    -22.0      1.7    0.66    0   11
  199.0     42.0   -109.0     32.8    0.59    0   11
  138.0     64.0    -61.0     22.3    1.08    0   11
   28.0     90.0    105.0     17.3    0.77    0   11
  209.0     43.0   -119.0     24.0    0.66    0   11
  322.0     76.0    -65.0     17.3    0.60    0   12
  173.0     70.0    -13.0     43.5    0.77    0   12
  231.0     40.0   -115.0      1.6    0.85    0   12
  219.0     64.0    -99.0     12.8    1.12    0   12
  159.0     63.0    -41.0      1.7    0.98    0   12
  297.0     30.0   -160.0     47.9    0.85    0   12
  221.0     55.0   -120.0      9.8    1.06    0   12
  283.0     48.0    -81.0     18.6    1.24    0   12
  150.0     84.0    -22.0      3.2    0.66    0   12
  199.0     42.0   -109.0     30.2    0.58    0   12
  138.0     64.0    -61.0     23.2    1.06    0   12
   28.0     90.0    105.0     20.6    0.76    0   12
  209.0     43.0   -119.0     22.1    0.66    0   12
  300.0     46.0    -81.0     14.3    1.09    0   12
  173.0     70.0    -13.0     48.7    0.78    0   13
  231.0     40.0   -115.0      3.6    0.85    0   13
  219.0     64.0    -99.0     14.8    1.12    0   13
  159.0     63.0    -41.0      4.5    0.95    0   13
  297.0     30.0   -160.0     45.6    0.85    0   13
  221.0     55.0   -120.0      6.7    1.05    0   13
  283.0     48.0    -81.0     20.6    1.17    0   13
  150.0     84.0    -22.0      5.5    0.66    0   13
  199.0     42.0   -109.0     22.5    0.54    0   13
  138.0     64.0    -61.0     21.8    1.06    0   13
   28.0     90.0    105.0     19.0    0.80    0   13
  209.0     43.0   -119.0     14.9    0.64    0   13
  300.0     46.0    -81.0     16.1    1.02    0   13
  271.0     54.0   -146.0     36.3    1.07    0   14
  297.0     30.0   -160.0     39.7    0.92    0   14
  221.0     55.0   -120.0      2.0    1.09    0   14
  283.0     48.0    -81.0     27.9    1.00    0   14
  150.0     84.0    -22.0     34.4    0.73    0   14
  199.0     42.0   -109.0      1.4    0.56    0   14
  138.0     64.0    -61.0     12.0    1.03    0   14
   28.0     90.0    105.0     12.4    0.85    0   14
  209.0     43.0   -119.0      0.8    0.71    0   14
  300.0     46.0    -81.0     24.4    0.87    0   14
  221.0     55.0   -120.0      0.1    1.15    0   15
  283.0     48.0    -81.0     17.3    1.09    0   15
  150.0     84.0    -22.0     34.2    0.72    0   15
   44.0     51.0    -74.0     26.4    0.83    0   15
  138.0     64.0    -61.0      4.6    1.06    0   15
   28.0     90.0    105.0     25.7    0.67    0   15
  209.0     43.0   -119.0      2.3    0.90    0   15
  300.0     46.0    -81.0     10.4    0.97    0   15
  150.0     84.0    -22.0     34.0    0.80    0   16
   44.0     51.0    -74.0     25.6    0.84    0   16
  138.0     64.0    -61.0      4.5    1.17    0   16
   28.0     90.0    105.0     18.2    0.74    0   16
  209.0     43.0   -119.0      0.0    0.91    0   16
  300.0     46.0    -81.0     15.5    1.07    0   16
  199.0     42.0   -109.0      5.6    0.84    0   17
  266.0     38.0   -135.0     16.1    1.15    0   17
   28.0     90.0    105.0      9.8    0.87    0   17
  209.0     43.0   -119.0      0.3    0.98    0   17
  300.0     46.0    -81.0     26.3    0.94    0   17
  138.0     64.0    -61.0     31.1    1.04    0   18
   28.0     90.0    105.0     45.1    0.58    0   18
  209.0     43.0   -119.0     25.1    0.33    0   18
  300.0     46.0    -81.0      2.9    0.93    0   18
  343.0     88.0    -21.0     28.0    0.71    0   18
  176.0     52.0     63.0     86.4    0.54    0   18
   28.0     90.0    105.0     41.8    0.82    0   19
  209.0     43.0   -119.0      5.3    0.51    0   19
  300.0     46.0    -81.0      3.4    0.92    0   19
  343.0     88.0    -21.0     33.8    0.47    0   19
  176.0     52.0     63.0    102.6    0.50    0   19
