
COORDINATES ARE EAST,NORTH,UP.
stress tensors are:
X Y See Sen Seu Snn Snu Suu
  0 124  0.772190 -0.558853 -0.269754  0.136029  0.253962 -0.908219
  0 125  0.754878 -0.604768 -0.334758  0.140166  0.199414 -0.895044
  0 126  0.781701 -0.570007 -0.348723  0.111112  0.262395 -0.892813
  0 127  0.844200 -0.572330 -0.245550 -0.000500  0.246389 -0.843700
  0 128  0.734765 -0.606658 -0.247070  0.149231  0.309283 -0.883996
  0 129  0.740222 -0.589463 -0.279763  0.082650  0.253638 -0.822872
  0 130  0.758834 -0.573634 -0.285830  0.079177  0.279457 -0.838011
  0 131  0.805810 -0.571729 -0.206187 -0.027078  0.270664 -0.778733
  0 132  0.870152 -0.525161 -0.161129 -0.068696  0.268996 -0.801456
  0 133  0.840717 -0.510835 -0.244253 -0.037099  0.259054 -0.803619
  0 134  0.850619 -0.546277 -0.206693 -0.068141  0.198583 -0.782479
  0 135  0.818578 -0.526827 -0.210499 -0.103621  0.204013 -0.714958
  0 136  0.808872 -0.499166 -0.280989 -0.071819  0.216649 -0.737054
  0 137  0.890937 -0.500650 -0.334297 -0.185629  0.184339 -0.705308
  0 138  0.915661 -0.516744 -0.264071 -0.196411  0.115725 -0.719250
  0 139  0.874517 -0.553534 -0.256417 -0.178465  0.143016 -0.696053
  0 140  0.854514 -0.556321 -0.251505 -0.142058  0.168124 -0.712456
  0 141  0.783197 -0.562558 -0.332552 -0.021427  0.209111 -0.761770
  0 142  0.819469 -0.530662 -0.338899 -0.025828  0.155234 -0.793641
  0 143  0.808598 -0.533085 -0.343843 -0.010884  0.149761 -0.797714
  0 144  0.816889 -0.540341 -0.323886 -0.006215  0.186237 -0.810675
  0 145  0.802041 -0.566909 -0.307603 -0.009565  0.161617 -0.792476
  0 146  0.738501 -0.586617 -0.331963  0.069725  0.158202 -0.808226
  0 147  0.734723 -0.598574 -0.318467  0.065166  0.148284 -0.799888
  0 148  0.739354 -0.628051 -0.273163  0.067092  0.137614 -0.806446
  0 149  0.680342 -0.596545 -0.314190  0.133051  0.206972 -0.813393
  0 150  0.705817 -0.598042 -0.342523  0.161886  0.188717 -0.867704
  0 151  0.667957 -0.624384 -0.260514  0.165822  0.209966 -0.833779
  0 152  0.674814 -0.623946 -0.210885  0.221176  0.192475 -0.895989
  0 153  0.661805 -0.643252 -0.228678  0.219224  0.197179 -0.881030
  0 154  0.672854 -0.635675 -0.209579  0.208446  0.169092 -0.881300
  0 155  0.664229 -0.646158 -0.190984  0.207400  0.162606 -0.871629
  0 156  0.703169 -0.669429 -0.048308  0.132538  0.072977 -0.835708
  0 157  0.587560 -0.763926  0.001088  0.150588  0.123497 -0.738147
  0 158  0.609764 -0.751328  0.007868  0.120585  0.131373 -0.730349
  0 159  0.605969 -0.751852  0.013056  0.130428  0.110557 -0.736397
  0 160  0.668726 -0.722694 -0.006567  0.051226  0.101479 -0.719952
  0 161  0.675904 -0.705589 -0.068003  0.088946  0.127760 -0.764851
  0 162  0.610273 -0.730690 -0.080965  0.140014  0.250974 -0.750287
  0 163  0.623889 -0.716005 -0.086759  0.119536  0.248008 -0.743425
  0 164  0.689034 -0.762086 -0.023575  0.080581  0.142322 -0.769615
  0 165  0.638661 -0.739677 -0.034550  0.211254  0.141654 -0.849916
  0 166  0.783962 -0.722842 -0.154371  0.072046  0.102277 -0.856007
  0 167  0.828797 -0.785866 -0.025681 -0.175882  0.126231 -0.652915
  0 168  0.840023 -0.718296 -0.019075 -0.075615  0.130367 -0.764407
  0 169  0.920824 -0.642393 -0.049012 -0.121017  0.143393 -0.799807
  0 170  0.899911 -0.594999 -0.094690 -0.049442  0.075375 -0.850469
  0 171  0.849681 -0.563815 -0.041907  0.042607  0.071403 -0.892288
  0 172  0.859452 -0.593145  0.012577  0.005783  0.070601 -0.865235
  0 173  0.862808 -0.607023 -0.018294  0.014002  0.105087 -0.876810
  0 174  0.801890 -0.601824 -0.032015  0.081467  0.096856 -0.883357
  0 175  0.767324 -0.595985 -0.087304  0.167057  0.096135 -0.934382
  0 176  0.790742 -0.568483 -0.086071  0.148721  0.085608 -0.939463
  0 177  0.855673 -0.558587 -0.117109  0.075892  0.034549 -0.931565
  0 178  0.874765 -0.542985 -0.107189  0.067383  0.016490 -0.942148
  0 179  0.885890 -0.491279 -0.128020  0.077531  0.001347 -0.963421
  0 180  0.929046 -0.478444 -0.130236  0.022080  0.016436 -0.951126
  0 181  0.874431 -0.524661 -0.084859  0.081862  0.054890 -0.956293
  0 182  0.835499 -0.562020 -0.072800  0.114450  0.045000 -0.949949
  0 183  0.844652 -0.530574 -0.133244  0.109680  0.078147 -0.954332
  0 184  0.804634 -0.526616 -0.252894  0.207163  0.149253 -1.011797
  0 185  0.840590 -0.552450 -0.186260  0.126039  0.167357 -0.966629
  0 186  0.863685 -0.572879 -0.276749  0.083750  0.111177 -0.947435
  0 187  0.841577 -0.542397 -0.395956  0.136904  0.149909 -0.978482
  0 188  0.843203 -0.537201 -0.382605  0.116615  0.087350 -0.959817
  0 189  0.937165 -0.523965 -0.402989  0.039263  0.106890 -0.976428
  0 190  0.942591 -0.504460 -0.338155 -0.004748  0.162695 -0.937843
  0 191  0.990458 -0.520232 -0.289226 -0.110821  0.176303 -0.879637
  0 192  1.004495 -0.548175 -0.250068 -0.136528  0.163517 -0.867966
  0 193  1.015181 -0.539060 -0.250422 -0.158559  0.142551 -0.856622
  0 194  1.003649 -0.549995 -0.253343 -0.142796  0.188118 -0.860853
  0 195  1.028925 -0.525403 -0.251024 -0.157130  0.173670 -0.871794
  0 196  1.012746 -0.505314 -0.317944 -0.118616  0.168864 -0.894130
  0 197  1.043243 -0.511175 -0.371842 -0.168880  0.140912 -0.874364
  0 198  0.986345 -0.641268 -0.257198 -0.208349 -0.025823 -0.777996
  0 199  0.935127 -0.778778 -0.046490 -0.278360 -0.211118 -0.656767
  1   0  0.822904 -0.821557 -0.136023 -0.183383 -0.091983 -0.639521
  1   1  0.888074 -0.798188  0.050435 -0.264823 -0.006564 -0.623251
  1   2  0.891645 -0.766508  0.090662 -0.219649 -0.040963 -0.671996
  1   3  0.891645 -0.766508  0.090662 -0.219649 -0.040963 -0.671996
  1   4  0.878156 -0.784524  0.106861 -0.212266 -0.068330 -0.665890
  1   5  1.064634 -0.732256 -0.276006 -0.503414  0.049145 -0.561220
  1   6  1.053032 -0.753072 -0.272947 -0.520952  0.077710 -0.532080
  1   7  1.016824 -0.765074 -0.250195 -0.487862  0.119052 -0.528962
  1   8  0.984082 -0.783997 -0.243273 -0.445898  0.145922 -0.538184
  1   9  0.969554 -0.782152 -0.325952 -0.419097  0.107463 -0.550457
  1  10  0.972132 -0.774481 -0.312591 -0.438491  0.108001 -0.533641
  1  11  0.956462 -0.794392 -0.345809 -0.451775  0.122563 -0.504687
  1  12  0.988207 -0.762370 -0.308481 -0.435402  0.090302 -0.552805
  1  13  0.988817 -0.759685 -0.390538 -0.390180  0.101437 -0.598637
  1  14  0.794884 -0.739676 -0.490069 -0.074872  0.036271 -0.720012
  1  15  0.834992 -0.702450 -0.534781 -0.055149 -0.118163 -0.779844
  1  16  0.779196 -0.786860 -0.545546 -0.022390 -0.090227 -0.756806
  1  17  0.805975 -0.768848 -0.519983 -0.017523 -0.084529 -0.788452
  1  18  0.872787 -0.765818 -0.519399 -0.115398 -0.073818 -0.757389


dip direction, dip, rake, fit angle, mag tau, X, Y
  104.0     42.0   -100.0      1.3    0.96    0    0
  312.0     36.0    -45.0     51.2    1.02    0    0
  348.0     33.0    -84.0     11.5    0.81    0    0
   80.0     28.0   -149.0     43.8    0.66    0    0
  267.0     78.0   -160.0     11.0    0.81    0    0
  231.0     40.0   -115.0      8.1    0.45    0    0
   59.0     27.0    -72.0     31.2    0.50    0    0
  271.0     54.0   -146.0     17.8    1.02    0    0
  297.0     30.0   -160.0     50.9    0.94    0    0
  104.0     42.0   -100.0      6.5    1.01    0    1
  312.0     36.0    -45.0     48.4    1.04    0    1
  348.0     33.0    -84.0     11.6    0.82    0    1
   80.0     28.0   -149.0     51.9    0.72    0    1
  267.0     78.0   -160.0     13.7    0.76    0    1
  231.0     40.0   -115.0     13.0    0.59    0    1
   59.0     27.0    -72.0     25.0    0.57    0    1
  271.0     54.0   -146.0     21.6    1.06    0    1
  297.0     30.0   -160.0     53.9    0.99    0    1
  221.0     55.0   -120.0      6.7    0.55    0    1
   89.0     43.0   -100.0      3.6    0.91    0    1
  104.0     42.0   -100.0      6.1    1.01    0    2
  312.0     36.0    -45.0     45.3    1.05    0    2
  348.0     33.0    -84.0     18.2    0.80    0    2
   80.0     28.0   -149.0     50.2    0.68    0    2
  267.0     78.0   -160.0      8.2    0.80    0    2
  231.0     40.0   -115.0     23.0    0.61    0    2
   59.0     27.0    -72.0     26.6    0.52    0    2
  271.0     54.0   -146.0     18.7    1.08    0    2
  297.0     30.0   -160.0     55.3    1.02    0    2
  221.0     55.0   -120.0      5.0    0.53    0    2
   89.0     43.0   -100.0      5.5    0.91    0    2
  242.0     68.0   -174.0     29.6    0.83    0    2
  104.0     42.0   -100.0      6.3    1.03    0    3
  312.0     36.0    -45.0     42.7    1.10    0    3
  348.0     33.0    -84.0     18.7    0.90    0    3
   80.0     28.0   -149.0     54.7    0.66    0    3
  267.0     78.0   -160.0      5.3    0.67    0    3
  231.0     40.0   -115.0     14.7    0.71    0    3
   59.0     27.0    -72.0     16.9    0.53    0    3
  271.0     54.0   -146.0     22.7    1.04    0    3
  297.0     30.0   -160.0     59.7    1.07    0    3
  221.0     55.0   -120.0      0.9    0.61    0    3
   89.0     43.0   -100.0      1.5    0.94    0    3
  242.0     68.0   -174.0     32.2    0.76    0    3
  199.0     42.0   -109.0     22.3    0.50    0    3
  104.0     42.0   -100.0      6.6    1.01    0    4
  312.0     36.0    -45.0     44.3    1.10    0    4
  348.0     33.0    -84.0     18.2    0.90    0    4
   80.0     28.0   -149.0     55.9    0.65    0    4
  267.0     78.0   -160.0      4.7    0.69    0    4
  231.0     40.0   -115.0     16.9    0.69    0    4
   59.0     27.0    -72.0     15.4    0.52    0    4
  271.0     54.0   -146.0     20.7    1.05    0    4
  297.0     30.0   -160.0     57.7    1.07    0    4
  221.0     55.0   -120.0      1.2    0.59    0    4
   89.0     43.0   -100.0      1.5    0.92    0    4
  242.0     68.0   -174.0     31.6    0.77    0    4
  199.0     42.0   -109.0     24.6    0.47    0    4
  266.0     38.0   -135.0     11.1    1.05    0    4
  348.0     33.0    -84.0     11.4    1.02    0    5
   80.0     28.0   -149.0     63.5    0.68    0    5
  267.0     78.0   -160.0      5.9    0.78    0    5
  231.0     40.0   -115.0     16.2    0.66    0    5
   59.0     27.0    -72.0      5.6    0.60    0    5
  271.0     54.0   -146.0     15.6    1.13    0    5
  297.0     30.0   -160.0     49.1    1.16    0    5
  221.0     55.0   -120.0      9.2    0.62    0    5
   89.0     43.0   -100.0      1.4    0.90    0    5
  242.0     68.0   -174.0     37.0    0.79    0    5
  199.0     42.0   -109.0     33.7    0.56    0    5
  266.0     38.0   -135.0      4.9    1.10    0    5
  348.0     33.0    -84.0     11.4    1.02    0    6
   80.0     28.0   -149.0     63.5    0.68    0    6
  267.0     78.0   -160.0      5.9    0.78    0    6
  231.0     40.0   -115.0     16.2    0.66    0    6
   59.0     27.0    -72.0      5.6    0.60    0    6
  271.0     54.0   -146.0     15.6    1.13    0    6
  297.0     30.0   -160.0     49.1    1.16    0    6
  221.0     55.0   -120.0      9.2    0.62    0    6
   89.0     43.0   -100.0      1.4    0.90    0    6
  242.0     68.0   -174.0     37.0    0.79    0    6
  199.0     42.0   -109.0     33.7    0.56    0    6
  266.0     38.0   -135.0      4.9    1.10    0    6
  348.0     33.0    -84.0     11.4    1.02    0    7
   80.0     28.0   -149.0     63.5    0.68    0    7
  267.0     78.0   -160.0      5.9    0.78    0    7
  231.0     40.0   -115.0     16.2    0.66    0    7
   59.0     27.0    -72.0      5.6    0.60    0    7
  271.0     54.0   -146.0     15.6    1.13    0    7
  297.0     30.0   -160.0     49.1    1.16    0    7
  221.0     55.0   -120.0      9.2    0.62    0    7
   89.0     43.0   -100.0      1.4    0.90    0    7
  242.0     68.0   -174.0     37.0    0.79    0    7
  199.0     42.0   -109.0     33.7    0.56    0    7
  266.0     38.0   -135.0      4.9    1.10    0    7
   80.0     28.0   -149.0     61.9    0.66    0    8
  267.0     78.0   -160.0      2.3    0.78    0    8
  231.0     40.0   -115.0     16.8    0.68    0    8
   59.0     27.0    -72.0      4.6    0.57    0    8
  271.0     54.0   -146.0     15.2    1.13    0    8
  297.0     30.0   -160.0     51.1    1.19    0    8
  221.0     55.0   -120.0      7.4    0.61    0    8
   89.0     43.0   -100.0      0.5    0.92    0    8
  242.0     68.0   -174.0     34.1    0.78    0    8
  199.0     42.0   -109.0     31.7    0.56    0    8
  266.0     38.0   -135.0      5.6    1.12    0    8
   80.0     28.0   -149.0     61.9    0.66    0    9
  267.0     78.0   -160.0      2.3    0.78    0    9
  231.0     40.0   -115.0     16.8    0.68    0    9
   59.0     27.0    -72.0      4.6    0.57    0    9
  271.0     54.0   -146.0     15.2    1.13    0    9
  297.0     30.0   -160.0     51.1    1.19    0    9
  221.0     55.0   -120.0      7.4    0.61    0    9
   89.0     43.0   -100.0      0.5    0.92    0    9
  242.0     68.0   -174.0     34.1    0.78    0    9
  199.0     42.0   -109.0     31.7    0.56    0    9
  266.0     38.0   -135.0      5.6    1.12    0    9
   80.0     28.0   -149.0     61.9    0.66    0   10
  267.0     78.0   -160.0      2.3    0.78    0   10
  231.0     40.0   -115.0     16.8    0.68    0   10
   59.0     27.0    -72.0      4.6    0.57    0   10
  271.0     54.0   -146.0     15.2    1.13    0   10
  297.0     30.0   -160.0     51.1    1.19    0   10
  221.0     55.0   -120.0      7.4    0.61    0   10
   89.0     43.0   -100.0      0.5    0.92    0   10
  242.0     68.0   -174.0     34.1    0.78    0   10
  199.0     42.0   -109.0     31.7    0.56    0   10
  266.0     38.0   -135.0      5.6    1.12    0   10
   80.0     28.0   -149.0     76.7    0.72    0   11
  267.0     78.0   -160.0      5.3    0.72    0   11
  231.0     40.0   -115.0     22.0    0.77    0   11
   59.0     27.0    -72.0      4.5    0.68    0   11
  271.0     54.0   -146.0     15.1    1.13    0   11
  297.0     30.0   -160.0     47.7    1.20    0   11
  221.0     55.0   -120.0      1.1    0.72    0   11
   89.0     43.0   -100.0     12.0    0.91    0   11
  242.0     68.0   -174.0     36.9    0.86    0   11
  199.0     42.0   -109.0     18.9    0.52    0   11
  266.0     38.0   -135.0      3.5    1.17    0   11
  119.0     15.0      1.0     34.2    0.46    0   11
  209.0     43.0   -119.0      9.8    0.54    0   11
   80.0     28.0   -149.0     75.3    0.69    0   12
  267.0     78.0   -160.0      2.7    0.73    0   12
  231.0     40.0   -115.0     21.0    0.76    0   12
   59.0     27.0    -72.0      5.4    0.66    0   12
  271.0     54.0   -146.0     14.3    1.13    0   12
  297.0     30.0   -160.0     48.2    1.22    0   12
  221.0     55.0   -120.0      2.8    0.70    0   12
   89.0     43.0   -100.0      9.6    0.90    0   12
  242.0     68.0   -174.0     36.0    0.82    0   12
  199.0     42.0   -109.0     21.1    0.54    0   12
  266.0     38.0   -135.0      3.5    1.16    0   12
  119.0     15.0      1.0     37.3    0.43    0   12
  209.0     43.0   -119.0     12.7    0.54    0   12
  107.0     45.0    -99.0     12.5    1.06    0   12
  267.0     78.0   -160.0      3.0    0.67    0   13
  231.0     40.0   -115.0     22.3    0.81    0   13
   59.0     27.0    -72.0     17.3    0.83    0   13
  271.0     54.0   -146.0     11.1    1.13    0   13
  297.0     30.0   -160.0     41.8    1.29    0   13
  221.0     55.0   -120.0      5.4    0.80    0   13
   89.0     43.0   -100.0     23.4    0.88    0   13
  242.0     68.0   -174.0     42.1    0.84    0   13
  199.0     42.0   -109.0     14.3    0.60    0   13
  266.0     38.0   -135.0      0.7    1.20    0   13
  119.0     15.0      1.0     15.6    0.51    0   13
  209.0     43.0   -119.0      9.1    0.62    0   13
  107.0     45.0    -99.0     20.9    1.03    0   13
  271.0     54.0   -146.0      6.3    1.06    0   14
  297.0     30.0   -160.0     41.3    1.28    0   14
  221.0     55.0   -120.0      1.7    0.76    0   14
   89.0     43.0   -100.0     28.4    0.81    0   14
  242.0     68.0   -174.0     37.9    0.76    0   14
  199.0     42.0   -109.0      6.1    0.58    0   14
  266.0     38.0   -135.0      3.4    1.19    0   14
  119.0     15.0      1.0      0.8    0.47    0   14
  209.0     43.0   -119.0      2.1    0.62    0   14
  107.0     45.0    -99.0     22.0    0.94    0   14
  221.0     55.0   -120.0      3.2    0.84    0   15
   89.0     43.0   -100.0     18.9    0.95    0   15
  242.0     68.0   -174.0     27.3    0.81    0   15
  199.0     42.0   -109.0      1.1    0.73    0   15
  266.0     38.0   -135.0      0.7    1.42    0   15
  119.0     15.0      1.0     11.3    0.34    0   15
  209.0     43.0   -119.0      1.2    0.77    0   15
  107.0     45.0    -99.0     12.6    1.15    0   15
  242.0     68.0   -174.0     30.1    0.77    0   16
  199.0     42.0   -109.0      1.4    0.74    0   16
  266.0     38.0   -135.0      2.3    1.39    0   16
  119.0     15.0      1.0     21.0    0.44    0   16
  209.0     43.0   -119.0      2.5    0.78    0   16
  107.0     45.0    -99.0     17.1    1.06    0   16
  199.0     42.0   -109.0      6.5    0.91    0   17
  266.0     38.0   -135.0      0.2    1.22    0   17
  119.0     15.0      1.0      9.1    0.56    0   17
  209.0     43.0   -119.0     10.8    0.91    0   17
  107.0     45.0    -99.0     27.7    0.99    0   17
  266.0     38.0   -135.0      5.6    1.12    0   18
  119.0     15.0      1.0     33.6    0.64    0   18
  209.0     43.0   -119.0     87.4    0.38    0   18
  107.0     45.0    -99.0     24.9    0.99    0   18
   74.0     69.0   -178.0     11.9    0.86    0   18
   35.0     45.0    120.0     42.4    0.29    0   18
  119.0     15.0      1.0     23.3    0.81    0   19
